Name,Rating,DPR,Kast,Impact,ADR,KPR,Start_Date,End_Date
saeeiN,0.99,0.69,69.1%,0.94,72.5,0.64,2016-09-12,2016-12-11
MUSE,1.16,0.72,70.4%,1.10,85.4,0.77,2016-09-12,2016-12-11
Naughtyyy,0.91,0.74,64.5%,0.95,70.3,0.60,2016-09-12,2016-12-11
trochu,0.67,0.76,60.0%,0.60,47.2,0.36,2016-09-12,2016-12-11
Storax,0.82,0.80,57.4%,0.89,66.1,0.65,2016-09-12,2016-12-11
PaCha,0.16,1.00,25.0%,0.00,29.7,0.19,2016-09-12,2016-12-11
FINDY,0.98,0.76,65.5%,1.10,66.6,0.72,2016-09-12,2016-12-11
Tzk,0.87,0.72,62.1%,0.94,57.0,0.69,2016-09-12,2016-12-11
Castz,0.90,0.76,72.4%,0.97,67.5,0.52,2016-09-12,2016-12-11
eiei,1.34,0.79,75.9%,1.65,103.6,0.90,2016-09-12,2016-12-11
zenit,0.79,0.74,57.9%,0.79,65.5,0.53,2016-09-12,2016-12-11
Flash_1,1.08,0.72,69.7%,1.19,83.7,0.70,2016-09-12,2016-12-11
dAns,0.81,0.78,61.8%,0.80,64.9,0.61,2016-09-12,2016-12-11
sports,0.90,0.72,63.2%,0.99,65.0,0.58,2016-09-12,2016-12-11
Tresh1k,0.96,0.66,66.1%,0.83,73.6,0.69,2016-09-12,2016-12-11
Shara,0.92,0.73,62.7%,0.93,73.8,0.61,2016-09-12,2016-12-11
nsww,0.95,0.72,67.7%,0.85,75.0,0.65,2016-09-12,2016-12-11
TurPpa,0.87,0.71,63.2%,0.82,70.8,0.61,2016-09-12,2016-12-11
raiNySwOrD,0.96,0.79,58.6%,0.91,88.2,0.69,2016-09-12,2016-12-11
TEGBIS,0.78,0.75,58.3%,0.58,81.7,0.54,2016-09-12,2016-12-11
sqpy,1.05,0.79,54.2%,1.48,81.2,0.88,2016-09-12,2016-12-11
pixeNN,0.56,0.92,58.3%,0.17,65.2,0.46,2016-09-12,2016-12-11
CRUEL,0.56,0.79,50.0%,0.37,56.4,0.42,2016-09-12,2016-12-11
crux,0.85,0.79,63.1%,0.92,70.1,0.62,2016-09-12,2016-12-11
shams,0.60,0.86,51.0%,0.64,62.4,0.40,2016-09-12,2016-12-11
quick,0.67,0.85,48.6%,0.86,57.5,0.55,2016-09-12,2016-12-11
lowrider,0.80,0.84,55.3%,0.91,71.1,0.56,2016-09-12,2016-12-11
by,0.47,0.86,54.5%,0.31,43.8,0.45,2016-09-12,2016-12-11
SamueL9613,0.51,0.73,54.5%,0.00,51.6,0.41,2016-09-12,2016-12-11
aure,0.59,0.86,63.6%,0.21,63.1,0.36,2016-09-12,2016-12-11
MASSACRE,1.10,0.82,59.1%,1.40,89.1,0.91,2016-09-12,2016-12-11
Nosgee,0.78,0.82,50.0%,1.07,75.9,0.55,2016-09-12,2016-12-11
ShoT_UP,0.87,0.86,61.9%,0.96,72.0,0.70,2016-09-12,2016-12-11
Zabey,0.97,0.67,58.3%,1.24,69.8,0.62,2016-09-12,2016-12-11
wafu,0.77,0.83,52.2%,0.90,64.7,0.57,2016-09-12,2016-12-11
Nukeddog,0.67,0.83,58.7%,0.50,64.4,0.43,2016-09-12,2016-12-11
Skuxz,0.85,0.76,67.4%,0.79,63.1,0.61,2016-09-12,2016-12-11
wondr,0.98,0.77,54.2%,1.21,74.1,0.73,2016-09-12,2016-12-11
kzealos,0.73,0.77,64.6%,0.47,63.2,0.52,2016-09-12,2016-12-11
willrrxo,0.72,0.85,52.1%,1.03,55.9,0.52,2016-09-12,2016-12-11
AntO_oNNN,0.54,0.81,50.0%,0.40,55.8,0.35,2016-09-12,2016-12-11
waLLy,0.76,0.81,52.1%,0.64,68.0,0.58,2016-09-12,2016-12-11
NOs,0.75,0.81,71.2%,0.59,62.3,0.50,2016-09-12,2016-12-11
Luzuh,1.00,0.61,66.0%,0.94,66.3,0.68,2016-09-12,2016-12-11
bNy,1.02,0.71,70.6%,1.01,76.9,0.70,2016-09-12,2016-12-11
Mandy,1.06,0.67,71.2%,1.10,76.6,0.73,2016-09-12,2016-12-11
lodd,1.36,0.75,75.0%,1.48,94.4,1.00,2016-09-12,2016-12-11
katanajee,0.43,0.95,55.0%,0.13,47.4,0.35,2016-09-12,2016-12-11
CHEHOL,0.51,0.85,55.0%,0.40,44.8,0.35,2016-09-12,2016-12-11
def,0.84,0.68,66.1%,0.81,63.4,0.51,2016-09-12,2016-12-11
Pancher,1.15,0.79,72.3%,1.15,97.1,0.83,2016-09-12,2016-12-11
novel,1.08,0.75,66.7%,1.11,84.5,0.77,2016-09-12,2016-12-11
TheMarK,0.47,0.90,50.0%,0.45,42.9,0.30,2016-09-12,2016-12-11
sorriz,0.75,0.85,50.0%,0.81,68.0,0.55,2016-09-12,2016-12-11
frnnd2SHAE,0.87,0.71,63.5%,0.89,61.6,0.58,2016-09-12,2016-12-11
cyraX,0.91,0.71,60.0%,0.98,69.5,0.61,2016-09-12,2016-12-11
bERKY,0.94,0.73,63.5%,0.95,69.6,0.68,2016-09-12,2016-12-11
DENZSTOU,0.88,0.75,66.1%,0.77,67.1,0.63,2016-09-12,2016-12-11
dFx,1.09,0.74,70.6%,1.08,83.5,0.78,2016-09-12,2016-12-11
shouta,1.25,0.75,73.1%,1.49,89.6,0.94,2016-09-12,2016-12-11
Valley,0.92,0.75,59.6%,1.04,80.7,0.60,2016-09-12,2016-12-11
kplus,0.83,0.76,65.2%,0.73,69.1,0.57,2016-09-12,2016-12-11
maximjke,0.79,0.76,57.0%,0.86,62.6,0.52,2016-09-12,2016-12-11
vol4ek,0.87,0.75,61.1%,0.93,69.2,0.57,2016-09-12,2016-12-11
dream3r,1.14,0.69,69.3%,1.29,81.0,0.77,2016-09-12,2016-12-11
chrissK,0.90,0.70,75.4%,0.62,63.2,0.60,2016-09-12,2016-12-11
Shipta,0.86,0.74,64.9%,0.72,67.8,0.61,2016-09-12,2016-12-11
nokz,0.82,0.77,68.4%,0.71,60.4,0.56,2016-09-12,2016-12-11
MITSARAS,0.89,0.81,59.6%,1.08,73.5,0.67,2016-09-12,2016-12-11
kakafu,0.82,0.71,65.1%,0.78,56.4,0.51,2016-09-12,2016-12-11
k0RsAr,0.77,0.71,58.4%,0.74,56.7,0.54,2016-09-12,2016-12-11
Dect,0.94,0.72,64.4%,0.93,70.4,0.64,2016-09-12,2016-12-11
CONNORS,0.93,0.78,66.4%,1.01,72.2,0.63,2016-09-12,2016-12-11
piKi,0.94,0.69,64.5%,0.84,68.1,0.66,2016-09-12,2016-12-11
silence,1.01,0.74,64.5%,1.05,77.9,0.68,2016-09-12,2016-12-11
Godmodez,0.86,0.74,70.0%,0.72,63.9,0.52,2016-09-12,2016-12-11
FigaaOP,0.99,0.74,64.2%,1.02,80.7,0.66,2016-09-12,2016-12-11
Kheadi,0.95,0.76,65.7%,1.01,70.3,0.70,2016-09-12,2016-12-11
wASH1K,0.88,0.80,59.1%,1.09,72.2,0.61,2016-09-12,2016-12-11
ARSENY,0.88,0.77,62.0%,0.89,71.5,0.66,2016-09-12,2016-12-11
Smile,0.93,0.70,62.0%,1.00,66.0,0.70,2016-09-12,2016-12-11
WIDOW,1.26,0.77,77.3%,1.44,93.3,0.85,2016-09-12,2016-12-11
Marv,0.86,0.73,59.7%,0.92,68.7,0.52,2016-09-12,2016-12-11
HeUkA,0.88,0.79,56.3%,1.13,72.0,0.61,2016-09-12,2016-12-11
instanz,0.81,0.77,58.3%,0.77,67.2,0.58,2016-09-12,2016-12-11
VKLL,0.80,0.80,52.5%,0.98,66.4,0.56,2016-09-12,2016-12-11
madc,0.93,0.79,67.3%,0.88,72.8,0.67,2016-09-12,2016-12-11
LOGAN,0.91,0.80,70.6%,0.90,67.9,0.61,2016-09-12,2016-12-11
Vanto,0.92,0.82,70.5%,0.86,71.4,0.68,2016-09-12,2016-12-11
loomit,0.66,0.88,44.2%,1.05,55.0,0.49,2016-09-12,2016-12-11
KaiseR,0.78,0.79,53.5%,0.70,61.7,0.60,2016-09-12,2016-12-11
eMz,0.71,0.79,53.5%,0.67,63.6,0.42,2016-09-12,2016-12-11
Qu3tzalit0,0.55,0.95,56.4%,0.35,62.5,0.49,2016-09-12,2016-12-11
Dzaan,0.84,0.85,66.7%,0.77,68.0,0.62,2016-09-12,2016-12-11
Firestorm,0.52,0.90,53.8%,0.36,54.9,0.51,2016-09-12,2016-12-11
malbsMd,0.93,0.79,66.7%,0.98,72.2,0.64,2016-09-12,2016-12-11
UsF,0.69,0.79,60.5%,0.55,51.6,0.44,2016-09-12,2016-12-11
rEcki,0.66,0.81,48.8%,0.74,56.6,0.49,2016-09-12,2016-12-11
moonsh1n3,1.33,0.64,74.2%,1.43,94.5,0.87,2016-09-12,2016-12-11
colokeN,1.07,0.71,72.7%,1.04,82.5,0.67,2016-09-12,2016-12-11
viLd1,0.81,0.76,60.0%,0.87,60.6,0.60,2016-09-12,2016-12-11
ArmiN,1.05,0.84,63.6%,1.33,82.7,0.76,2016-09-12,2016-12-11
B1LL,0.98,0.76,78.2%,0.71,74.9,0.69,2016-09-12,2016-12-11
rez,0.71,0.88,54.8%,0.68,66.3,0.57,2016-09-12,2016-12-11
breezy,0.38,0.88,38.1%,0.38,37.8,0.31,2016-09-12,2016-12-11
Fumaaz0n,0.74,0.90,69.0%,0.47,71.3,0.52,2016-09-12,2016-12-11
PerX,1.01,0.83,73.8%,0.89,82.7,0.69,2016-09-12,2016-12-11
roN,0.81,0.83,52.4%,0.96,71.1,0.67,2016-09-12,2016-12-11
tekaru,0.89,0.62,68.6%,0.61,59.0,0.54,2016-09-12,2016-12-11
Daemos,0.71,0.77,54.5%,0.78,56.0,0.55,2016-09-12,2016-12-11
Smiley,0.58,0.91,54.5%,0.49,64.9,0.45,2016-09-12,2016-12-11
jdoves,0.55,0.86,45.5%,0.69,58.6,0.39,2016-09-12,2016-12-11
TEP,0.70,0.93,61.4%,0.81,68.3,0.52,2016-09-12,2016-12-11
V3tis,0.80,0.86,61.4%,0.86,69.4,0.66,2016-09-12,2016-12-11
dsr,1.18,0.65,75.4%,1.08,76.1,0.76,2016-09-12,2016-12-11
jasonR,1.19,0.66,68.7%,1.30,86.2,0.76,2016-09-12,2016-12-11
Jyo,0.65,0.87,51.1%,0.82,54.6,0.49,2016-09-12,2016-12-11
RuMBy,0.90,0.84,63.6%,1.14,71.9,0.64,2016-09-12,2016-12-11
AERO,1.01,0.68,70.8%,0.90,72.5,0.64,2016-09-12,2016-12-11
MOLSI,1.00,0.68,65.1%,0.97,72.5,0.71,2016-09-12,2016-12-11
batZ,0.58,0.93,48.8%,0.57,62.7,0.51,2016-09-12,2016-12-11
mn,0.93,0.80,58.5%,0.93,82.9,0.73,2016-09-12,2016-12-11
NagZet,0.78,0.80,53.7%,0.80,65.8,0.61,2016-09-12,2016-12-11
Linious,1.13,0.66,71.2%,1.12,81.7,0.78,2016-09-12,2016-12-11
n1ck,0.88,0.76,64.5%,0.92,68.9,0.58,2016-09-12,2016-12-11
cookie,0.87,0.64,72.9%,0.71,50.7,0.47,2016-09-12,2016-12-11
demente,0.59,0.94,58.8%,0.22,65.2,0.53,2016-09-12,2016-12-11
yenKOGOD,0.42,0.97,38.2%,0.39,50.1,0.41,2016-09-12,2016-12-11
JUNKERR,0.59,0.97,52.9%,0.79,58.8,0.38,2016-09-12,2016-12-11
unfA,0.45,0.94,38.2%,0.57,44.6,0.38,2016-09-12,2016-12-11
tor1towOw,0.81,0.56,70.6%,0.35,46.6,0.35,2016-09-12,2016-12-11
eNvy,1.13,0.64,71.2%,0.97,81.2,0.75,2016-09-12,2016-12-11
bEaRs,0.53,0.93,56.1%,0.39,59.2,0.49,2016-09-12,2016-12-11
alexs2,0.70,0.66,70.2%,0.37,43.7,0.36,2016-09-12,2016-12-11
Leko,0.69,0.94,51.1%,0.95,64.9,0.57,2016-09-12,2016-12-11
RENZ1,0.82,0.81,59.6%,0.78,67.7,0.60,2016-09-12,2016-12-11
6pAcK,1.01,0.63,65.4%,1.04,67.2,0.67,2016-09-12,2016-12-11
peyeS,1.03,0.72,68.1%,0.85,78.9,0.74,2016-09-12,2016-12-11
kevz,1.17,0.67,69.1%,1.44,81.3,0.78,2016-09-12,2016-12-11
zhOMpiRAz,0.50,0.84,58.1%,0.27,47.7,0.37,2016-09-12,2016-12-11
Gonnak,0.38,0.84,41.9%,0.29,38.0,0.26,2016-09-12,2016-12-11
Destr0,0.85,0.79,69.8%,0.73,74.7,0.65,2016-09-12,2016-12-11
Simple,0.87,0.84,55.8%,0.98,85.0,0.77,2016-09-12,2016-12-11
oteka,0.67,0.81,62.8%,0.59,63.3,0.42,2016-09-12,2016-12-11
Kanon,0.91,0.67,64.2%,0.88,66.3,0.57,2016-09-12,2016-12-11
JhonnEO,1.13,0.67,72.8%,1.15,81.2,0.73,2016-09-12,2016-12-11
zock,1.17,0.63,75.3%,1.09,86.2,0.78,2016-09-12,2016-12-11
EzyPzy,1.24,0.65,83.1%,1.13,84.0,0.83,2016-09-12,2016-12-11
diz,1.22,0.68,71.4%,1.29,93.0,0.82,2016-09-12,2016-12-11
vouSie,1.06,0.73,72.7%,1.08,77.1,0.70,2016-09-12,2016-12-11
TSutt,0.74,0.89,62.2%,0.66,74.7,0.59,2016-09-12,2016-12-11
emelg,0.73,0.89,59.5%,0.82,66.6,0.59,2016-09-12,2016-12-11
cheezle1,0.44,0.95,51.4%,0.25,53.6,0.35,2016-09-12,2016-12-11
kev9964,0.76,0.89,51.4%,0.79,77.5,0.65,2016-09-12,2016-12-11
biiNk,0.93,0.69,64.9%,1.01,66.9,0.57,2016-09-12,2016-12-11
Agentbradz_1,0.81,0.78,63.6%,0.83,63.3,0.53,2016-09-12,2016-12-11
Sheka,0.87,0.87,59.6%,0.94,81.4,0.64,2016-09-12,2016-12-11
alejandrinho,0.44,0.88,51.2%,0.42,45.0,0.24,2016-09-12,2016-12-11
kronus,1.00,0.69,72.8%,0.97,67.9,0.61,2016-09-12,2016-12-11
shev,0.76,0.78,60.3%,0.73,61.3,0.48,2016-09-12,2016-12-11
leazo,1.15,0.64,68.9%,1.27,77.8,0.75,2016-09-12,2016-12-11
brian,1.04,0.66,68.9%,1.01,78.7,0.67,2016-09-12,2016-12-11
arieldidi,0.92,0.71,63.3%,1.00,67.2,0.61,2016-09-12,2016-12-11
hirakuza,0.81,0.80,62.6%,0.84,69.4,0.55,2016-09-12,2016-12-11
Urosh,1.01,0.85,69.0%,1.07,68.7,0.68,2016-09-12,2016-12-11
nEMANHA,1.00,0.76,62.0%,1.13,77.8,0.72,2016-09-12,2016-12-11
minix,1.01,0.81,71.4%,1.09,80.5,0.67,2016-09-12,2016-12-11
ALLE,0.87,0.74,66.1%,0.75,66.1,0.60,2016-09-12,2016-12-11
BRNZ1K,1.16,0.74,70.5%,1.21,88.7,0.82,2016-09-12,2016-12-11
4314,0.83,0.78,63.1%,0.89,60.1,0.56,2016-09-12,2016-12-11
KSA,1.04,0.70,67.5%,1.13,79.3,0.70,2016-09-12,2016-12-11
RiasGG,1.03,0.84,72.0%,1.07,77.9,0.80,2016-09-12,2016-12-11
Swagger,0.59,0.88,56.0%,0.49,51.0,0.44,2016-09-12,2016-12-11
NikoC,0.66,0.84,62.0%,0.52,56.6,0.44,2016-09-12,2016-12-11
negroNE,0.88,0.78,66.0%,0.85,72.8,0.62,2016-09-12,2016-12-11
Fross,1.35,0.86,76.0%,1.65,102.9,0.94,2016-09-12,2016-12-11
yzl1,1.07,0.78,71.4%,1.07,82.1,0.78,2016-09-12,2016-12-11
pavel,0.89,0.74,61.6%,0.94,69.5,0.64,2016-09-12,2016-12-11
Olga,0.99,0.69,67.3%,0.97,76.1,0.63,2016-09-12,2016-12-11
NIKKO,0.78,0.74,64.2%,0.58,63.7,0.56,2016-09-12,2016-12-11
Hiback,0.89,0.83,64.0%,0.91,77.4,0.63,2016-09-12,2016-12-11
kevincookie,0.49,0.88,39.0%,0.64,47.6,0.34,2016-09-12,2016-12-11
KaiZ,0.61,0.78,48.8%,0.59,54.8,0.44,2016-09-12,2016-12-11
Never,0.47,0.85,48.8%,0.33,49.4,0.34,2016-09-12,2016-12-11
ZoNE,0.64,0.90,53.7%,0.65,58.2,0.54,2016-09-12,2016-12-11
xud,0.85,0.79,55.6%,0.89,75.8,0.62,2016-09-12,2016-12-11
cloker,1.00,0.77,60.0%,1.32,75.3,0.71,2016-09-12,2016-12-11
XFZ,0.95,0.75,62.4%,1.11,73.6,0.71,2016-09-12,2016-12-11
scorpionMM,0.77,0.79,59.4%,0.78,62.5,0.55,2016-09-12,2016-12-11
LSG,0.64,0.86,55.8%,0.64,58.2,0.48,2016-09-12,2016-12-11
Faja,0.74,0.77,56.9%,0.68,62.7,0.54,2016-09-12,2016-12-11
indiesh,0.60,0.81,53.2%,0.47,58.3,0.45,2016-09-12,2016-12-11
drusker,0.60,0.83,46.8%,0.75,49.4,0.49,2016-09-12,2016-12-11
totti,0.87,0.72,61.7%,0.65,74.0,0.70,2016-09-12,2016-12-11
Vincent,1.00,0.76,71.2%,0.94,74.0,0.68,2016-09-12,2016-12-11
Ljh778,0.86,0.75,65.5%,0.75,67.9,0.59,2016-09-12,2016-12-11
HM,0.94,0.81,67.6%,0.98,74.9,0.68,2016-09-12,2016-12-11
KUN,0.73,0.81,63.8%,0.60,61.7,0.51,2016-09-12,2016-12-11
zwt,0.88,0.79,61.7%,1.01,70.4,0.62,2016-09-12,2016-12-11
matys,0.75,0.79,67.5%,0.53,59.0,0.49,2016-09-12,2016-12-11
pVn,1.00,0.81,65.8%,1.16,77.4,0.67,2016-09-12,2016-12-11
MINION,0.95,0.79,63.2%,1.08,71.5,0.71,2016-09-12,2016-12-11
Luker,0.85,0.83,66.2%,0.78,76.6,0.59,2016-09-12,2016-12-11
paradoxaj,0.83,0.83,59.7%,0.98,70.8,0.61,2016-09-12,2016-12-11
elk,0.94,0.82,65.5%,1.09,74.2,0.70,2016-09-12,2016-12-11
sola,0.81,0.76,59.7%,0.93,61.1,0.56,2016-09-12,2016-12-11
xb,0.68,0.87,54.0%,0.77,64.7,0.55,2016-09-12,2016-12-11
n1val,1.23,0.77,65.4%,1.56,94.7,0.94,2016-09-12,2016-12-11
Me13eGun,0.44,0.83,53.8%,0.27,38.4,0.25,2016-09-12,2016-12-11
Johnny,1.08,0.67,65.4%,1.06,79.2,0.71,2016-09-12,2016-12-11
HeiB,0.88,0.83,65.4%,1.02,73.7,0.65,2016-09-12,2016-12-11
nothing,0.76,0.79,65.4%,0.59,60.6,0.54,2016-09-12,2016-12-11
NKR,1.21,0.73,70.1%,1.28,94.3,0.85,2016-09-12,2016-12-11
mSr,0.83,0.80,65.0%,0.77,64.0,0.52,2016-09-12,2016-12-11
restikk,0.76,0.78,55.8%,0.77,67.8,0.53,2016-09-12,2016-12-11
nkzaj,1.01,0.67,65.4%,1.02,74.9,0.73,2016-09-12,2016-12-11
slv,0.78,0.78,59.8%,0.71,66.1,0.57,2016-09-12,2016-12-11
calel,1.51,0.76,85.2%,1.53,114.8,1.06,2016-09-12,2016-12-11
fanzy,0.75,0.81,63.0%,0.60,63.4,0.56,2016-09-12,2016-12-11
incendio,0.90,0.78,64.8%,1.05,73.7,0.69,2016-09-12,2016-12-11
archeR,0.44,0.96,51.9%,0.39,46.2,0.37,2016-09-12,2016-12-11
tyraNt,0.54,0.93,46.3%,0.62,54.4,0.44,2016-09-12,2016-12-11
fusioN,0.46,0.93,46.3%,0.48,52.0,0.39,2016-09-12,2016-12-11
AL1AS,0.57,0.94,55.6%,0.51,61.3,0.50,2016-09-12,2016-12-11
RamoS,0.96,0.68,71.0%,0.85,65.1,0.61,2016-09-12,2016-12-11
nalpodV,0.68,0.87,46.3%,0.83,66.8,0.54,2016-09-12,2016-12-11
Exile,0.75,0.76,59.3%,0.87,62.7,0.46,2016-09-12,2016-12-11
rustyy,0.89,0.77,62.6%,1.02,66.1,0.59,2016-09-12,2016-12-11
supluca,0.83,0.73,52.7%,0.96,66.1,0.56,2016-09-12,2016-12-11
scrunch,0.89,0.78,64.8%,0.87,73.9,0.56,2016-09-12,2016-12-11
DiskarN,0.65,0.90,46.8%,0.75,67.2,0.48,2016-09-12,2016-12-11
Merca,1.04,0.71,65.9%,1.04,80.6,0.74,2016-09-12,2016-12-11
AaroN,1.10,0.73,66.6%,1.21,83.9,0.73,2016-09-12,2016-12-11
LunarStorm,0.47,0.87,50.6%,0.41,43.4,0.39,2016-09-12,2016-12-11
Nylonstrumpa,0.58,0.87,45.5%,0.69,50.7,0.48,2016-09-12,2016-12-11
L0ner,0.52,0.88,41.6%,0.58,52.8,0.40,2016-09-12,2016-12-11
AlluM3tt3,0.82,0.78,62.2%,0.86,63.4,0.55,2016-09-12,2016-12-11
matHEND,1.07,0.77,68.0%,1.16,82.7,0.74,2016-09-12,2016-12-11
TEKO,0.77,0.80,57.0%,0.74,64.8,0.57,2016-09-12,2016-12-11
nkl,0.85,0.71,64.3%,0.78,63.7,0.54,2016-09-12,2016-12-11
DomiNate,1.01,0.74,73.0%,0.97,75.4,0.68,2016-09-12,2016-12-11
Gauthierlelelele,0.88,0.77,66.9%,0.85,69.3,0.56,2016-09-12,2016-12-11
hqx,0.82,0.77,59.9%,0.86,64.1,0.56,2016-09-12,2016-12-11
RattlesnK,1.24,0.64,74.6%,1.41,82.4,0.75,2016-09-12,2016-12-11
weber,1.02,0.70,67.5%,1.00,74.5,0.69,2016-09-12,2016-12-11
Chilla,1.00,0.65,61.5%,1.08,69.8,0.68,2016-09-12,2016-12-11
ArcEvo,0.91,0.70,63.0%,0.94,66.1,0.67,2016-09-12,2016-12-11
lma,0.85,0.74,63.2%,0.84,60.7,0.57,2016-09-12,2016-12-11
frostyy,0.84,0.78,64.0%,0.86,64.5,0.57,2016-09-12,2016-12-11
paketa,0.69,0.72,61.6%,0.44,51.2,0.44,2016-09-12,2016-12-11
DaY,1.13,0.67,72.7%,1.15,82.0,0.74,2016-09-12,2016-12-11
Blacc,1.24,0.63,75.2%,1.25,85.5,0.79,2016-09-12,2016-12-11
nuga,0.84,0.62,74.3%,0.43,51.2,0.49,2016-09-12,2016-12-11
Niqo,1.16,0.78,63.5%,1.39,88.5,0.81,2016-09-12,2016-12-11
Benmytot,0.77,0.69,64.7%,0.38,60.8,0.55,2016-09-12,2016-12-11
YonG,0.98,0.66,63.5%,1.11,67.0,0.66,2016-09-12,2016-12-11
ben,0.86,0.73,65.9%,0.69,66.6,0.59,2016-09-12,2016-12-11
Bobosaur,1.02,0.76,68.2%,1.12,83.5,0.62,2016-09-12,2016-12-11
blazekiNho,0.92,0.74,66.7%,0.96,68.0,0.59,2016-09-12,2016-12-11
Flarich,1.26,0.62,74.2%,1.23,88.5,0.87,2016-09-12,2016-12-11
innocent,0.92,0.74,65.4%,0.83,73.4,0.60,2016-09-12,2016-12-11
peet,0.93,0.78,65.3%,1.00,69.5,0.67,2016-09-12,2016-12-11
GruBy,0.69,0.84,51.0%,0.68,63.7,0.55,2016-09-12,2016-12-11
SOON,1.02,0.78,65.3%,1.08,77.8,0.82,2016-09-12,2016-12-11
Independent,1.12,0.68,69.4%,1.18,80.4,0.76,2016-09-12,2016-12-11
prelideN,1.08,0.72,70.2%,1.14,79.0,0.74,2016-09-12,2016-12-11
smike,1.02,0.72,65.0%,1.17,71.6,0.70,2016-09-12,2016-12-11
maektig,0.99,0.67,68.6%,0.94,69.1,0.62,2016-09-12,2016-12-11
Sheva,0.59,0.87,51.1%,0.61,52.7,0.47,2016-09-12,2016-12-11
Potei,0.74,0.88,53.2%,0.89,69.2,0.59,2016-09-12,2016-12-11
torr,0.71,0.86,60.5%,0.64,63.8,0.52,2016-09-12,2016-12-11
daps,1.13,0.68,72.9%,1.15,82.0,0.71,2016-09-12,2016-12-11
krumpze,0.69,0.87,54.7%,0.74,63.5,0.56,2016-09-12,2016-12-11
Remind,0.80,0.85,63.2%,0.71,72.5,0.61,2016-09-12,2016-12-11
xelos,1.23,0.66,71.5%,1.35,88.2,0.78,2016-09-12,2016-12-11
Busterrr,0.85,0.76,55.9%,0.96,68.8,0.59,2016-09-12,2016-12-11
HellrangeR,0.96,0.56,76.5%,0.46,68.0,0.59,2016-09-12,2016-12-11
dejavux,0.78,0.71,64.3%,0.64,58.4,0.51,2016-09-12,2016-12-11
blackhawk,0.92,0.76,64.7%,1.03,67.8,0.65,2016-09-12,2016-12-11
lunAtic,0.98,0.72,71.6%,0.85,72.5,0.65,2016-09-12,2016-12-11
PokerF,0.88,0.71,61.8%,0.95,64.1,0.53,2016-09-12,2016-12-11
sany,1.09,0.72,65.0%,1.28,84.0,0.73,2016-09-12,2016-12-11
mono,1.10,0.66,72.5%,1.06,77.8,0.72,2016-09-12,2016-12-11
bardOZ,0.92,0.69,67.0%,0.72,70.9,0.57,2016-09-12,2016-12-11
kIMERA,0.69,0.74,53.2%,0.68,57.8,0.48,2016-09-12,2016-12-11
morphiw0w,1.03,0.74,67.0%,1.22,72.4,0.62,2016-09-12,2016-12-11
Stylahhhhh,1.19,0.68,72.3%,1.33,83.1,0.76,2016-09-12,2016-12-11
Skurk,1.05,0.65,70.2%,0.98,75.4,0.67,2016-09-12,2016-12-11
jkaem,0.99,0.70,67.0%,0.97,73.6,0.66,2016-09-12,2016-12-11
Polly,1.05,0.60,71.2%,1.04,67.2,0.65,2016-09-12,2016-12-11
Epic,1.01,0.70,71.3%,0.90,72.9,0.67,2016-09-12,2016-12-11
mynio,1.09,0.72,66.5%,1.23,80.7,0.72,2016-09-12,2016-12-11
hyskeee,0.92,0.82,64.1%,1.01,74.8,0.65,2016-09-12,2016-12-11
Feagleyy,0.93,0.72,66.3%,0.81,73.0,0.65,2016-09-12,2016-12-11
Warden,0.64,0.85,56.2%,0.62,53.0,0.48,2016-09-12,2016-12-11
flexxch,0.82,0.79,64.6%,0.70,66.7,0.58,2016-09-12,2016-12-11
pr,0.71,0.78,58.5%,0.62,64.0,0.51,2016-09-12,2016-12-11
ayriks,1.18,0.77,72.4%,1.28,88.1,0.83,2016-09-12,2016-12-11
SPIRIT,0.91,0.81,62.3%,1.10,72.3,0.69,2016-09-12,2016-12-11
biN,0.97,0.76,67.5%,1.01,76.6,0.67,2016-09-12,2016-12-11
Cron,0.82,0.71,59.0%,0.85,62.8,0.55,2016-09-12,2016-12-11
hypnoz,0.86,0.69,62.7%,0.92,59.9,0.55,2016-09-12,2016-12-11
xosht,1.19,0.63,67.5%,1.28,85.7,0.78,2016-09-12,2016-12-11
raty,1.11,0.71,66.3%,1.19,88.9,0.76,2016-09-12,2016-12-11
forward,1.00,0.67,68.7%,1.06,68.9,0.64,2016-09-12,2016-12-11
CoSa,0.78,0.79,61.3%,0.73,66.3,0.57,2016-09-12,2016-12-11
Rimea,1.00,0.74,66.1%,1.02,74.5,0.74,2016-09-12,2016-12-11
VeXXCoN,0.42,0.88,33.3%,0.46,43.0,0.35,2016-09-12,2016-12-11
JumpOlot,0.51,1.00,48.0%,0.52,61.3,0.41,2016-09-12,2016-12-11
n0ru1es,0.44,0.93,46.7%,0.26,52.7,0.39,2016-09-12,2016-12-11
M1RACLE,0.59,0.72,56.7%,0.50,41.7,0.34,2016-09-12,2016-12-11
epis,1.02,0.76,64.4%,1.11,83.0,0.72,2016-09-12,2016-12-11
krimA,1.21,0.71,67.8%,1.38,92.5,0.80,2016-09-12,2016-12-11
edge,0.33,0.89,46.8%,0.25,30.7,0.25,2016-09-12,2016-12-11
Time,0.68,0.80,54.4%,0.66,55.5,0.52,2016-09-12,2016-12-11
Haiden,0.65,0.81,53.2%,0.64,56.0,0.53,2016-09-12,2016-12-11
BAYDIR,0.64,0.95,55.7%,0.66,69.4,0.57,2016-09-12,2016-12-11
